id,I_nd,J_nd
1665,5163,5164
1666,5165,5166
1667,5167,5168
1668,5169,5170
1669,5171,5172
1670,5173,5174
1671,5175,5176
1672,5177,5178
1673,5179,5180
1674,5181,5182
1675,5183,5184
1676,5185,5186
1677,5187,5188
1678,5189,5190
1679,5191,5192
1680,5193,5194
1681,5195,5196
1682,5197,5198
1683,5199,5200
1684,5201,5202
1685,5203,5204
1686,5205,5206
1687,5207,5208
1688,5209,5210
1689,5211,5212
1690,5213,5214
1691,5215,5216
1692,5217,5218
1693,5219,5220
1694,5221,5222
1695,5223,5224
1696,5225,5226
1697,5227,5228
1698,28974,28975
1699,5229,5230
1700,5231,5232
1701,5233,5234
1702,5235,5236
1703,5237,5238
1704,5239,5240
1705,5241,5242
1706,5243,5244
1707,5245,5246
1708,5247,5248
1709,5249,5250
1710,5251,5252
1711,5253,5254
1712,5255,5256
1713,5257,5258
1714,5259,5260
1715,5261,5262
1716,5263,5264
1717,5265,5266
1718,5267,5268
1719,5269,5270
1720,5271,5272
1721,5273,5274
1722,5275,5276
1723,5277,5278
1724,5279,5280
1725,5281,5282
1726,5283,5284
1727,5285,5286
1728,5287,5288
1729,5289,5290
1730,5291,5292
1731,5293,5294
1732,5295,5296
1733,5297,5298
1734,5299,5300
1735,5301,479
1736,5302,5303
1737,5304,5305
1738,5306,5307
1739,5308,5309
1740,5310,5311
1741,5312,5313
1742,5314,5315
1743,5316,5317
1744,5318,5319
1745,5320,5321
1746,5322,5323
1747,5324,5325
1748,5326,5327
1749,5328,5329
1750,5330,5331
1751,5332,5333
1752,5334,339
1753,5335,5336
1754,5337,5338
1755,5339,5340
1756,5341,5342
1757,5343,5344
1758,5345,5346
1759,5347,5348
1760,5349,5350
1761,5351,5352
1762,5353,5354
1763,5355,5356
1764,5357,5358
1765,5359,5360
1766,5361,5362
1767,5363,5364
1768,5365,5366
1769,5367,5368
1770,5369,5370
1771,5371,5372
1772,5373,5374
1773,5375,5376
1774,5377,5378
1775,784,5379
1776,5380,5381
1777,5382,5383
1778,945,5384
1779,5385,5386
1780,5387,5388
1781,5389,5390
1782,5391,5392
1783,5393,5394
1784,5395,5396
1785,5397,5398
1786,5399,5400
1787,5401,5402
1788,5403,5404
1789,5405,939
1790,5406,5407
1791,5408,5409
1792,5410,5411
1793,5412,5413
1794,5414,5415
1795,5416,5417
1796,5418,5419
1797,5420,5421
1798,5422,5423
1799,5424,5425
1800,5426,5427
1801,5428,5429
1802,5430,5431
1803,5432,5433
1804,5434,5435
1805,5436,5437
1806,5438,5439
1807,5440,5441
1808,5442,5443
1809,5444,5445
1810,5446,5447
1811,5448,5449
1812,5450,5451
1813,5452,5453
1814,5454,5455
1815,5456,5457
1816,5458,5459
1817,5460,5461
1818,77,5462
1819,77,5463
1820,5464,5465
1821,5466,5467
1822,5468,5469
1823,77,5470
1824,5471,5472
1825,5473,5474
1826,5475,5476
1827,5477,5478
1828,5479,5480
1829,5481,5482
1830,5483,5484
1831,5485,5486
1832,5487,5488
1833,5489,5490
1834,5491,5492
1835,5493,5494
1836,5495,5496
1837,5497,5498
1838,5499,5500
1839,5501,5502
1840,5503,5504
1841,5505,5506
1842,5507,5508
1843,5509,5510
1844,5511,5512
1845,5513,5514
1846,5515,5516
1847,5517,5518
1848,5519,5520
1849,5521,5522
1850,5523,5524
1851,5525,5526
1852,5527,5528
1853,5529,5530
1854,5531,5532
1855,5533,5534
1856,5535,5536
1857,5537,5538
1858,5539,5540
1859,5541,5542
1860,5543,5544
1861,5545,5546
1862,5547,5548
1863,5549,5550
1864,5551,5552
1865,5553,5554
1866,5555,5556
1867,5557,5558
1868,5559,5560
1869,5561,5562
1870,5563,5564
1871,5565,5566
1872,5567,5568
1873,5569,5570
1874,5571,5572
1875,5573,5574
1876,5575,5576
1877,5577,5578
1878,5579,5580
1879,5581,5582
1880,5583,5584
1881,5585,5586
1882,5587,5588
1883,5589,5590
1884,5591,5592
1885,5593,5594
1886,5595,5596
1887,5597,5598
1888,5599,5600
1889,5601,5602
1890,5603,5604
1891,5605,5606
1892,5607,5608
1893,5609,5610
1894,5611,5612
1895,5613,5614
1896,5615,5616
1897,5617,5618
1898,5619,5620
1899,5621,5622
1900,5623,5624
1901,5625,5626
1902,5627,5628
1903,5629,5630
1904,5631,5632
1905,5633,5634
1906,5635,5636
1907,5637,5638
1908,5639,5640
1909,5641,5642
1910,5643,5644
1911,5645,5646
1912,5647,5648
1913,5649,5650
1914,5651,5652
1915,5653,5654
1916,5655,5656
1917,5657,5658
1918,5659,5660
1919,5661,5662
1920,5663,5664
1921,5665,5666
1922,5667,5668
1923,5669,5670
1924,5671,5672
1925,5673,5674
1926,5675,5676
1927,5677,5678
1928,5679,5680
1929,5681,5682
1930,5683,5684
1931,5685,5686
1932,5687,5688
1933,5689,5690
1934,5691,5692
1935,5693,5694
1936,28976,28977
1937,5695,5696
1938,5697,5698
1939,5699,5700
1940,28978,28979
1941,5701,94
1942,28980,28981
1943,5702,5703
1944,5704,5705
1945,5706,5707
1946,5708,5709
1947,5710,5711
1948,5712,5713
1949,5714,5715
1950,5716,5717
1951,5718,5719
1952,5720,5721
1953,5722,5723
1954,5724,5725
1955,5726,5727
1956,5728,5729
1957,5730,5731
1958,5732,5733
1959,5734,5735
1960,5736,5737
1961,5738,451
1962,5739,452
1963,5740,5741
1964,5742,5743
1965,5744,5745
1966,5746,5747
1967,5748,5749
1968,5750,5751
1969,5752,5753
1970,5754,5755
1971,5756,5757
1972,5758,5759
1973,5760,5761
1974,5762,5763
1975,5764,5765
1976,5766,5767
1977,5768,5769
1978,5770,5771
1979,5772,5773
1980,5774,5775
1981,5776,5777
1982,5778,5779
1983,5780,5781
1984,5782,5783
1985,5784,5785
1986,5786,5787
1987,5788,5789
1988,5790,5791
1989,5792,5793
1990,5794,5795
1991,5796,5797
1992,5798,5799
1993,5800,5801
1994,5802,5803
1995,5804,5805
1996,5806,5807
1997,5808,5809
1998,5810,5811
1999,5812,5813
2000,5814,5815
2001,5816,5817
2002,5818,5819
2003,5820,501
2004,5821,5822
2005,5823,5824
2006,5825,5826
2007,5827,5828
2008,5829,5830
2009,5831,5832
2010,5833,5834
2011,5835,5836
2012,5837,5838
2013,5839,5840
2014,5841,5842
2015,5843,5844
2016,5845,5846
2017,5847,5848
2018,5849,5850
2019,5851,5852
2020,5853,5854
2021,5855,5856
2022,5857,5858
2023,5859,5860
2024,5861,5862
2025,5863,5864
2026,5865,5866
2027,5867,5868
2028,5869,5870
2029,5871,5872
2030,5873,5874
2031,5875,5876
2032,5877,5878
2033,5879,5880
2034,5881,5882
2035,5883,5884
2036,5885,5886
2037,5887,5888
2038,5889,5890
2039,5891,5892
2040,5893,5894
2041,5895,5896
2042,5897,5898
2043,5899,5900
2044,5901,5902
2045,5903,5904
2046,5905,5906
2047,5907,5908
2048,5909,5910
2049,5911,5912
2050,5913,5914
2051,5915,5916
2052,5917,5918
2053,5919,5920
2054,5921,5922
2055,5923,5924
2056,5925,5926
2057,5927,5928
2058,5929,5930
2059,5931,5932
2060,5933,5934
2061,5935,5936
2062,5937,5938
2063,5939,5940
2064,5941,5942
2065,5943,5944
2066,5945,5946
2067,5947,513
2068,5948,5949
2069,5950,5951
2070,5952,5953
2071,5954,5955
2072,5956,5957
2073,5958,5959
2074,5960,5961
2075,5962,5963
2076,5964,5965
2077,5966,5967
2078,5968,5969
2079,5970,5971
2080,5972,5973
2081,5974,5975
2082,5976,5977
2083,5978,5979
2084,5980,5981
2085,5982,5983
2086,5984,5985
2087,5986,5987
2088,5988,5989
2089,5990,5991
2090,5992,5993
2091,5994,5995
2092,5996,5997
2093,5998,5999
2094,6000,6001
2095,6002,6003
2096,6004,6005
2097,6006,6007
2098,6008,6009
2099,6010,6011
2100,6012,6013
2101,6014,6015
2102,6016,6017
2103,6018,6019
2104,6020,6021
2105,6022,6023
2106,6024,6025
2107,6026,6027
2108,6028,6029
2109,6030,6031
2110,6032,6033
2111,6034,6035
2112,6036,6037
2113,6038,6039
2114,6040,6041
2115,6042,6043
2116,6044,6045
2117,6046,6047
2118,6048,6049
2119,6050,6051
2120,6052,6053
2121,6054,6055
2122,6056,6057
2123,6058,6059
2124,6060,6061
2125,6062,6063
2126,6064,6065
2127,6066,6067
2128,6068,6069
2129,6070,6071
2130,6072,6073
2131,6074,6075
2132,6076,6077
2133,6078,6079
2134,6080,6081
2135,6082,6083
2136,6084,6085
2137,6086,6087
2138,6088,6089
2139,6090,6091
2140,6092,6093
2141,6094,6095
2142,6096,6097
2143,6098,6099
2144,6100,6101
2145,6102,6103
2146,6104,6105
2147,6106,6107
2148,6108,6109
2149,6110,6111
2150,6112,6113
2151,6114,6115
2152,6116,6117
2153,6118,6119
2154,6120,6121
2155,6122,6123
2156,6124,6125
2157,6126,6127
2158,6128,6129
2159,6130,6131
2160,6132,6133
2161,6134,6135
2162,6136,6137
2163,6138,6139
2164,6140,6141
2165,6142,6143
2166,6144,6145
2167,6146,6147
2168,6148,6149
2169,6150,6151
2170,6152,6153
2171,6154,6155
2172,6156,6157
2173,6158,6159
2174,6160,6161
2175,6162,6163
2176,6164,6165
2177,6166,6167
2178,6168,6169
2179,6170,6171
2180,6172,6173
2181,6174,6175
2182,6176,6177
2183,6178,6179
2184,6180,6181
2185,6182,6183
2186,6184,6185
2187,6186,6187
2188,6188,6189
2189,6190,6191
2190,6192,6193
2191,6194,6195
2192,6196,6197
2193,6198,6199
2194,6200,6201
2195,6202,6203
2196,6204,6205
2197,6206,6207
2198,6208,6209
2199,6210,6211
2200,6212,6213
2201,6214,6215
2202,6216,6217
2203,6218,6219
2204,6220,6221
2205,6222,6223
2206,6224,6225
2207,6226,6227
2208,6228,6229
2209,6230,6231
2210,6232,6233
2211,6234,6235
2212,6236,6237
2213,6238,6239
2214,6240,6241
2215,6242,6243
2216,6244,6245
2217,6246,6247
2218,6248,6249
2219,6250,6251
2220,6252,6253
2221,6254,6255
2222,6256,6257
2223,6258,6259
2224,6260,6261
2225,6262,6263
2226,6264,6265
2227,6266,6267
2228,6268,6269
2229,6270,6271
2230,6272,6273
2231,6274,6275
2232,6276,6277
2233,6278,6279
2234,6280,6281
2235,6282,6283
2236,6284,6285
2237,6286,6287
2238,6288,6289
2239,6290,539
2240,6291,6292
2241,6293,6294
2242,6295,6296
2243,6297,6298
2244,6299,6300
2245,6301,6302
2246,6303,6304
2247,6305,6306
2248,6307,6308
2249,6309,6310
2250,6311,6312
2251,540,6313
2252,540,6314
2253,6315,6316
2254,6317,6318
2255,6319,540
2256,6320,6321
2257,6322,6323
2258,6324,6325
2259,6326,6327
2260,6328,6329
2261,6330,6331
2262,6332,6333
2263,6334,6335
2264,6336,6337
2265,6338,6339
2266,6340,6341
2267,6342,6343
2268,6344,6345
2269,6346,6347
2270,6348,6349
2271,6350,6351
2272,6352,6353
2273,6354,6355
2274,6356,6357
2275,6358,6359
2276,6360,6361
2277,6362,6363
2278,6364,6365
2279,6366,6367
2280,6368,6369
2281,6370,6371
2282,6372,6373
2283,6374,6375
2284,6376,6377
2285,6378,544
2286,6379,6380
2287,6381,6382
2288,6383,6384
2289,6385,6386
2290,6387,6388
2291,6389,6390
2292,6391,6392
2293,6393,6394
2294,6395,6396
2295,6397,6398
2296,6399,6400
2297,6401,6402
2298,6403,6404
2299,6405,6406
2300,6407,6408
2301,6409,6410
2302,6411,553
2303,6412,552
2304,6413,6414
2305,6415,6416
2306,6417,6418
2307,6419,6420
2308,6421,6422
2309,6423,6424
2310,6425,6426
2311,6427,6428
2312,6429,6430
2313,6431,6432
2314,6433,6434
2315,6435,6436
2316,6437,6438
2317,6439,6440
2318,6441,6442
2319,6443,6444
2320,6445,6446
2321,6447,6448
2322,6449,6450
2323,6451,6452
2324,6453,6454
2325,6455,6456
2326,6457,6458
2327,6459,6460
2328,6461,6462
2329,6463,6464
2330,6465,6466
2331,6467,6468
2332,6469,6470
2333,6471,6472
2334,6473,6474
2335,6475,6476
2336,6477,6478
2337,6479,6480
2338,6481,6482
2339,6483,6484
2340,6485,6486
2341,6487,6488
2342,6489,6490
2343,6491,6492
2344,6493,6494
2345,6495,6496
2346,6497,6498
2347,6499,6500
2348,6501,6502
2349,6503,6504
2350,6505,6506
2351,6507,6508
2352,6509,6510
2353,6511,6512
2354,6513,6514
2355,6515,6516
2356,6517,6518
2357,6519,6520
2358,6521,6522
2359,6523,6524
2360,6525,6526
2361,6527,6528
2362,6529,6530
2363,6531,6532
2364,6533,6534
2365,6535,6536
2366,6537,6538
2367,6539,6540
2368,6541,6542
2369,6543,6544
2370,6545,6546
2371,6547,6548
2372,6549,6550
2373,6551,6552
2374,6553,6554
2375,6555,6556
2376,6557,6558
2377,6559,6560
2378,6561,6562
2379,6563,6564
2380,6565,6566
2381,6567,6568
2382,6569,6570
2383,6571,6572
2384,6573,6574
2385,6575,6576
2386,6577,6578
2387,6579,6580
2388,6581,6582
2389,6583,6584
2390,6585,6586
2391,6587,6588
2392,6589,6590
2393,6591,567
2394,6592,6593
2395,6594,6595
2396,6596,565
2397,6597,6598
2398,6599,6600
2399,6601,6602
2400,6603,6604
2401,6605,6606
2402,6607,6608
2403,6609,6610
2404,6611,6612
2405,6613,6614
2406,6615,6616
2407,6617,6618
2408,6619,6620
2409,6621,6622
2410,6623,6624
2411,6625,6626
2412,6627,6628
2413,6629,6630
2414,6631,6632
2415,6633,6634
2416,6635,6636
2417,6637,6638
2418,6639,6640
2419,6641,6642
2420,6643,6644
2421,6645,6646
2422,6647,6648
2423,6649,6650
2424,6651,6652
2425,6653,6654
2426,6655,6656
2427,6657,6658
2428,6659,6660
2429,6661,6662
2430,6663,6664
2431,6665,6666
2432,6667,6668
2433,6669,6670
2434,6671,6672
2435,6673,6674
2436,6675,6676
2437,6677,6678
2438,6679,6680
2439,6681,6682
2440,6683,6684
2441,6685,6686
2442,6687,6688
2443,6689,6690
2444,6691,6692
2445,6693,6694
2446,6695,6696
2447,6697,6698
2448,6699,6700
2449,6701,6702
2450,6703,6704
2451,6705,6706
2452,6707,6708
2453,6709,6710
2454,6711,6712
2455,6713,6714
2456,6715,6716
2457,6717,6718
2458,6719,6720
2459,6721,6722
2460,6723,577
2461,6724,576
2462,6725,6726
2463,6727,6728
2464,6729,6730
2465,6731,6732
2466,6733,6734
2467,6735,6736
2468,6737,6738
2469,6739,6740
2470,6741,6742
2471,6743,6744
2472,6745,6746
2473,6747,6748
2474,6749,6750
2475,6751,6752
2476,6753,6754
2477,6755,6756
2478,6757,6758
2479,6759,6760
2480,6761,6762
2481,6763,6764
2482,6765,6766
2483,6767,6768
2484,6769,6770
2485,6771,6772
2486,6773,6774
2487,6775,6776
2488,6777,6778
2489,6779,6780
2490,6781,6782
2491,6783,6784
2492,6785,6786
2493,6787,6788
2494,6789,6790
2495,6791,6792
2496,6793,6794
2497,6795,6796
2498,6797,6798
2499,6799,6800
2500,6801,6802
2501,6803,6804
2502,6805,6806
2503,6807,6808
2504,6809,6810
2505,6811,6812
2506,6813,6814
2507,6815,6816
2508,6817,6818
2509,6819,6820
2510,6821,6822
2511,6823,6824
2512,6825,6826
2513,6827,6828
2514,6829,6830
2515,6831,6832
2516,6833,6834
2517,6835,6836
2518,28982,28983
2519,6837,6838
2520,6839,6840
2521,6841,6842
2522,6843,6844
2523,6845,6846
2524,6847,6848
2525,6849,6850
2526,6851,6852
2527,6853,6854
2528,6855,6856
2529,6857,6858
2530,6859,6860
2531,6861,6862
2532,6863,6864
2533,6865,6866
2534,6867,6868
2535,6869,6870
2536,6871,6872
2537,6873,6874
2538,6875,6876
2539,6877,6878
2540,6879,6880
2541,6881,6882
2542,6883,6884
2543,28984,28985
2544,28986,28987
2545,28988,28989
2546,6885,6886
2547,6887,6888
2548,6889,6890
2549,6891,6892
2550,6893,6894
2551,6895,6896
2552,6897,6898
2553,6899,6900
2554,6901,6902
2555,6903,6904
2556,6905,6906
2557,6907,6908
2558,6909,6910
2559,6911,6912
2560,6913,6914
2561,6915,6916
2562,6917,6918
2563,6919,6920
2564,6921,6922
2565,6923,6924
2566,6925,6926
2567,6927,6928
2568,6929,6930
2569,6931,6932
2570,6933,6934
2571,6935,6936
2572,6937,6938
2573,6939,6940
2574,6941,6942
2575,6943,6944
2576,6945,6946
2577,6947,651
2578,6948,6949
2579,6950,6951
2580,6952,6953
2581,6954,6955
2582,6956,6957
2583,6958,6959
2584,6960,6961
2585,6962,6963
2586,6964,6965
2587,6966,6967
2588,6968,6969
2589,6970,6971
2590,6972,6973
2591,6974,6975
2592,6976,6977
2593,6978,6979
2594,6980,6981
2595,6982,6983
2596,6984,6985
2597,6986,6987
2598,6988,6989
2599,6990,6991
2600,6992,6993
2601,6994,6995
2602,6996,6997
2603,6998,6999
2604,7000,7001
2605,7002,7003
2606,7004,7005
2607,7006,7007
2608,7008,7009
2609,7010,7011
2610,7012,7013
2611,7014,7015
2612,7016,7017
2613,7018,7019
2614,7020,7021
2615,7022,7023
2616,7024,7025
2617,7026,7027
2618,7028,7029
2619,7030,7031
2620,7032,7033
2621,7034,7035
2622,7036,7037
2623,7038,7039
2624,7040,7041
2625,7042,7043
2626,7044,7045
2627,7046,7047
2628,7048,7049
2629,7050,7051
2630,7052,7053
2631,7054,7055
2632,7056,7057
2633,7058,7059
2634,7060,7061
2635,7062,7063
2636,7064,7065
2637,7066,7067
2638,7068,7069
2639,7070,7071
2640,7072,7073
2641,7074,7075
2642,7076,7077
2643,7078,7079
2644,7080,7081
2645,7082,7083
2646,7084,7085
2647,7086,7087
2648,7088,7089
2649,7090,7091
2650,7092,7093
2651,7094,7095
2652,7096,608
2653,7097,607
2654,7098,7099
2655,7100,7101
2656,7102,7103
2657,7104,7105
2658,7106,7107
2659,7108,7109
2660,7110,7111
2661,7112,7113
2662,7114,7115
2663,7116,7117
2664,7118,7119
2665,7120,7121
2666,7122,7123
2667,7124,7125
2668,7126,7127
2669,7128,7129
2670,7130,7131
2671,7132,7133
2672,7134,7135
2673,7136,7137
2674,7138,7139
2675,7140,7141
2676,28990,28991
2677,7142,7143
2678,7144,613
2679,7145,612
2680,7146,7147
2681,7148,7149
2682,7150,7151
2683,7152,7153
2684,7154,7155
2685,7156,7157
2686,7158,7159
2687,7160,7161
2688,7162,7163
2689,7164,7165
2690,7166,7167
2691,7168,7169
2692,7170,7171
2693,7172,7173
2694,7174,7175
2695,7176,7177
2696,7178,7179
2697,7180,7181
2698,7182,7183
2699,7184,7185
2700,7186,7187
2701,7188,7189
2702,7190,7191
2703,7192,7193
2704,7194,7195
2705,7196,7197
2706,7198,7199
2707,7200,7201
2708,7202,7203
2709,7204,7205
2710,7206,7207
2711,7208,637
2712,7209,636
2713,7210,7211
2714,7212,7213
2715,7214,7215
2716,7216,7217
2717,7218,7219
2718,7220,7221
2719,7222,7223
2720,7224,7225
2721,7226,7227
2722,7228,7229
2723,7230,7231
2724,7232,7233
2725,7234,7235
2726,7236,7237
2727,7238,7239
2728,7240,7241
2729,7242,7243
2730,7244,7245
2731,7246,7247
2732,7248,7249
2733,7250,7251
2734,7252,7253
2735,7254,7255
2736,7256,7257
2737,7258,7259
2738,7260,7261
2739,7262,7263
2740,7264,7265
2741,7266,7267
2742,7268,7269
2743,7270,7271
2744,7272,7273
2745,7274,7275
2746,7276,7277
2747,7278,7279
2748,7280,7281
2749,7282,7283
2750,7284,7285
2751,7286,7287
2752,7288,7289
2753,7290,7291
2754,7292,7293
2755,7294,7295
2756,7296,7297
2757,7298,7299
2758,7300,7301
2759,7302,7303
2760,7304,7305
2761,7306,7307
2762,7308,7309
2763,7310,7311
2764,7312,7313
2765,7314,7315
2766,7316,7317
2767,7318,7319
2768,7320,7321
2769,7322,7323
2770,7324,7325
2771,7326,7327
2772,7328,7329
2773,7330,7331
2774,7332,7333
2775,7334,7335
2776,7336,7337
2777,7338,7339
2778,7340,7341
2779,7342,7343
2780,7344,7345
2781,7346,7347
2782,7348,7349
2783,7350,7351
2784,7352,7353
2785,7354,7355
2786,7356,7357
2787,7358,7359
2788,7360,7361
2789,7362,7363
2790,7364,7365
2791,7366,7367
2792,7368,7369
2793,7370,7371
2794,7372,7373
2795,7374,7375
2796,7376,7377
2797,7378,7379
2798,7380,7381
2799,7382,7383
2800,7384,7385
2801,7386,7387
2802,7388,7389
2803,7390,7391
2804,7392,7393
2805,7394,7395
2806,7396,7397
2807,7398,7399
2808,7400,7401
2809,7402,7403
2810,7404,7405
2811,7406,7407
2812,7408,7409
2813,7410,7411
2814,7412,7413
2815,7414,7415
2816,7416,7417
2817,7418,7419
2818,7420,7421
2819,7422,7423
2820,7424,7425
2821,7426,7427
2822,7428,7429
2823,7430,7431
2824,7432,7433
2825,7434,7435
2826,7436,7437
2827,7438,7439
2828,7440,7441
2829,7442,7443
2830,7444,7445
2831,7446,7447
2832,7448,7449
2833,7450,7451
2834,7452,7453
2835,7454,7455
2836,7456,7457
2837,7458,7459
2838,7460,7461
2839,7462,7463
2840,7464,7465
2841,7466,7467
2842,7468,7469
2843,7470,7471
2844,7472,7473
2845,7474,7475
2846,7476,7477
2847,7478,7479
2848,7480,7481
2849,7482,7483
2850,7484,7485
2851,7486,7487
2852,7488,7489
2853,7490,7491
2854,7492,7493
2855,7494,7495
2856,7496,7497
2857,7498,7499
2858,7500,7501
2859,7502,7503
2860,7504,7505
2861,7506,7507
2862,7508,7509
2863,7510,7511
2864,7512,7513
2865,7514,7515
2866,7516,7517
2867,7518,7519
2868,7520,7521
2869,7522,7523
2870,7524,7525
2871,7526,7527
2872,7528,7529
2873,7530,7531
2874,7532,7533
2875,7534,7535
2876,7536,7537
2877,7538,7539
2878,7540,668
2879,7541,667
2880,7542,7543
2881,7544,7545
2882,7546,7547
2883,7548,7549
2884,7550,7551
2885,7552,7553
2886,7554,7555
2887,7556,7557
2888,7558,7559
2889,7560,7561
2890,7562,7563
2891,7564,7565
2892,7566,7567
2893,7568,7569
2894,7570,7571
2895,7572,7573
2896,28992,28993
2897,7574,7575
2898,7576,7577
2899,7578,7579
2900,7580,7581
2901,7582,7583
2902,7584,7585
2903,7586,7587
2904,7588,7589
2905,7590,7591
2906,7592,7593
2907,7594,7595
2908,7596,7597
2909,7598,7599
2910,7600,7601
2911,7602,7603
2912,7604,7605
2913,7606,7607
2914,7608,7609
2915,7610,7611
2916,7612,7613
2917,7614,7615
2918,7616,7617
2919,7618,7619
2920,7620,7621
2921,7622,7623
2922,7624,7625
2923,7626,7627
2924,7628,7629
2925,7630,7631
2926,7632,7633
2927,7634,7635
2928,7636,7637
2929,7638,7639
2930,7640,7641
2931,7642,7643
2932,7644,7645
2933,7646,7647
2934,7648,7649
2935,7650,7651
2936,7652,7653
2937,7654,7655
2938,7656,7657
2939,695,7658
2940,694,7658
2941,7659,695
2942,7660,694
2943,7661,7662
2944,7663,7664
2945,7665,7666
2946,7667,7668
2947,7669,7670
2948,7671,7672
2949,7673,7674
2950,7675,7676
2951,7677,7678
2952,7679,7680
2953,7681,7682
2954,7683,7684
2955,7685,7686
2956,7687,7688
2957,7689,7690
2958,7691,7692
2959,7693,7694
2960,7695,7696
2961,7697,7698
2962,7699,7700
2963,747,7701
2964,748,7702
2965,7703,7704
2966,7705,7706
2967,7707,7708
2968,7709,7710
2969,7711,7712
2970,7713,7714
2971,7715,7716
2972,7717,7718
2973,7719,7720
2974,7721,7722
2975,7723,7724
2976,7725,7726
2977,7727,7728
2978,7729,7730
2979,7731,7732
2980,7733,7734
2981,7735,7736
2982,7737,7738
2983,7739,7740
2984,7741,7742
2985,7743,7744
2986,7745,7746
2987,7747,7748
2988,752,7749
2989,28994,28995
2990,7750,7751
2991,7752,7753
2992,7754,7755
2993,7756,7757
2994,7758,7759
2995,7760,7761
2996,7762,7763
2997,7764,7765
2998,7766,7767
2999,7768,7769
3000,7770,7771
3001,7772,7773
3002,7774,7775
3003,7776,7777
3004,7778,7779
3005,7780,7781
3006,7782,7783
3007,7784,7785
3008,7786,7787
3009,7788,7789
3010,7790,7791
3011,7792,7793
3012,7794,7795
3013,7796,7797
3014,7798,7799
3015,7800,756
3016,756,7801
3017,756,7802
3018,7803,7804
3019,7805,7806
3020,7807,7808
3021,7809,7810
3022,7811,7812
3023,7813,7814
3024,7815,7816
3025,7817,7818
3026,7819,7820
3027,7821,7822
3028,7823,7824
3029,7825,7826
3030,7827,7828
3031,7829,7830
3032,7831,7832
3033,7833,7834
3034,7835,7836
3035,7837,7838
3036,7839,7840
3037,7841,7842
3038,7843,7844
3039,7845,7846
3040,703,7847
3041,7848,703
3042,7849,703
3043,7850,703
3044,7851,703
3045,7852,7853
3046,7854,7855
3047,7856,7857
3048,7858,7859
3049,7860,7861
3050,7862,7863
3051,28996,28997
3052,7864,7865
3053,7866,7867
3054,7868,7869
3055,7870,7871
3056,7872,7873
3057,7874,7875
3058,7876,7877
3059,7878,7879
3060,7880,7881
3061,7882,7883
3062,7884,7885
3063,7886,7887
3064,7888,7889
3065,7890,7891
3066,7892,7893
3067,7894,7895
3068,7896,7897
3069,7898,7899
3070,7900,7901
3071,7902,7903
3072,7904,7905
3073,7906,7907
3074,7908,7909
3075,7910,7911
3076,7912,7913
3077,7914,7915
3078,7916,7917
3079,7918,7919
3080,7920,7921
3081,7922,7923
3082,28998,28999
3083,29000,29001
3084,29002,29003
3085,7924,7925
3086,7926,7927
3087,7928,7929
3088,7930,7931
3089,29004,29005
3090,727,7932
3091,727,7933
3092,7934,7935
3093,7936,7937
3094,728,7938
3095,7939,7940
3096,7941,7942
3097,728,7943
3098,727,7944
3099,727,7945
3100,728,7945
3101,728,7946
3102,7947,7948
3103,7949,7950
3104,7951,7952
3105,7953,7954
3106,730,7955
3107,7956,730
3108,7957,731
3109,7958,731
3110,732,7959
3111,733,7960
3112,732,7961
3113,733,7962
3114,7963,7964
3115,7965,7966
3116,7967,7968
3117,7969,7970
3118,7971,7972
3119,7973,7974
3120,7975,7976
3121,7977,7978
3122,7979,7980
3123,7981,7982
3124,739,7983
3125,739,7984
3126,739,7985
3127,739,7986
3128,739,7987
3129,739,7988
3130,739,7989
3131,739,7990
3132,7991,7992
3133,7993,7994
3134,7995,7996
3135,7997,7998
3136,7999,8000
3137,8001,8002
3138,8003,8004
3139,8005,8006
3140,8007,8008
3141,8009,8010
3142,8011,8012
3143,8013,8014
3144,8015,8016
3145,8017,8018
3146,8019,8020
3147,8021,8022
3148,8023,8024
3149,8025,8026
3150,751,8027
3151,8028,8029
3152,8030,8031
3153,8032,8033
3154,8034,8035
3155,8036,8037
3156,8038,8039
3157,8040,8041
3158,8042,8043
3159,8044,8045
3160,8046,8047
3161,8048,8049
3162,8050,8051
3163,8052,8053
3164,8054,8055
3165,8056,8057
3166,8058,752
3167,8059,752
3168,8060,8061
3169,8062,8063
3170,8064,8065
3171,8066,8067
3172,8068,8069
3173,8070,8071
3174,8072,8073
3175,8074,8075
3176,8076,8077
3177,8078,8079
3178,8080,8081
3179,8082,8083
3180,8084,8085
3181,8086,8087
3182,8088,8089
3183,8090,8091
3184,8092,8093
3185,8094,8095
3186,8096,8097
3187,8098,8099
3188,8100,8101
3189,8102,8103
3190,8104,8105
3191,8106,8107
3192,8108,8109
3193,8110,986
3194,8111,8112
3195,8113,8114
3196,8115,8116
3197,8117,8118
3198,8119,8120
3199,8121,8122
3200,8123,8124
3201,8125,8126
3202,8127,8128
3203,762,8129
3204,762,8130
3205,760,8131
3206,8132,8133
3207,8134,8135
3208,8136,8137
3209,8138,8139
3210,8140,8141
3211,8142,8143
3212,8144,8145
3213,8146,8147
3214,8148,8149
3215,8150,8151
3216,8152,8153
3217,8154,8155
3218,8156,8157
3219,8158,8159
3220,8160,8161
3221,8162,8163
3222,8164,8165
3223,8166,8167
3224,8168,8169
3225,8170,8171
3226,8172,8173
3227,8174,8175
